序号,书籍封面,书名,推荐,出版时间,出版社,五星评价人数,现价,原价,折扣
121,http://img3m2.ddimg.cn/2/23/20998892-1_l_32.jpg,最新小学生获奖作文1000篇 超43万读者热评 小学生作文书优秀分类小考满分作文素材书，一本搞定三四五六年级作文所有问题，让孩子轻松走出作文困境，波波乌作文,100%推荐,2018-05-01,五星评分：,3563,&yen;26.60,&yen;38.00,7.0折
122,http://img3m2.ddimg.cn/49/27/26912902-1_l_3.jpg,宫西达也超级绘本（加法超人与算术星人+狐狸爸爸笑了等全11册）,100%推荐,2019-02-01,五星评分：,1114,&yen;176.70,&yen;186.00,9.5折
123,http://img3m0.ddimg.cn/77/3/25278440-1_l_7.jpg,任溶溶系列：没头脑和不高兴(注音版）,100%推荐,2018-04-01,五星评分：,4355,&yen;14.90,&yen;18.00,8.3折
124,http://img3m6.ddimg.cn/97/36/28487446-1_l_9.jpg,半小时漫画中国史（番外篇）：中国传统节日（屈原自己都过端午，清明原来不用扫墓。看半小时漫画，传统节日的来历瞬间一清二楚！）,100%推荐,2019-11-20,五星评分：,496,&yen;37.90,&yen;39.90,9.5折
125,http://img3m9.ddimg.cn/84/5/25309929-1_l_13.jpg,狼王梦（升级版）/动物小说大王沈石溪・品藏书系,100%推荐,2018-07-01,五星评分：,16627,&yen;21.60,&yen;26.00,8.3折
126,http://img3m4.ddimg.cn/49/29/24041704-1_l_6.jpg,东野圭吾：恶意（2016版，东野圭吾四大杰作之一）,100%推荐,2016-11-01,五星评分：,9309,&yen;27.30,&yen;39.50,6.9折
127,http://img3m8.ddimg.cn/38/0/23878838-1_l_5.jpg,米小圈脑筋急转弯（套装共4册）,100%推荐,2016-01-01,五星评分：,42865,&yen;52.50,&yen;64.00,8.2折
128,http://img3m0.ddimg.cn/28/30/24198400-1_l_4.jpg,我喜欢生命本来的样子(周国平经典散文作品集),99.8%推荐,2017-02-01,五星评分：,12143,&yen;39.20,&yen;45.00,8.7折
129,http://img3m8.ddimg.cn/40/0/25211578-1_l_5.jpg,苏东坡传（林语堂精装2018版）（1-9年级必读书单）,100%推荐,2018-01-01,五星评分：,8167,&yen;52.00,&yen;52.00,10.0折
130,http://img3m8.ddimg.cn/34/27/27950308-1_l_2.jpg,吃货简史-古来圣贤皆寂寞，唯有吃货留其名。（一部锅碗瓢盆里的中国史，一部柴米油盐烹的发展史，一部贯古而通今的吃货史）,100%推荐,2019-07-01,五星评分：,225,&yen;59.20,&yen;68.00,8.7折
131,http://img3m7.ddimg.cn/91/21/25261327-1_l_3.jpg,米小圈上学记一年级（套装共4册）,100%推荐,2018-04-01,五星评分：,22452,&yen;83.00,&yen;100.00,8.3折
132,http://img3m4.ddimg.cn/49/24/28490764-1_l_3.jpg,一只猫的生活与哲学观（资深猫奴史航作序！国际画猫大师斯泰因勒精美插画！）,100%推荐,2020-01-01,五星评分：,124,&yen;50.50,&yen;58.00,8.7折
133,http://img3m9.ddimg.cn/48/18/22800639-1_l_12.jpg,城南旧事（中小学新课标必读名著）280000多名读者热评！,99.9%推荐,2012-07-01,五星评分：,4982,&yen;10.00,&yen;11.80,8.5折
134,http://img3m8.ddimg.cn/92/3/23464478-1_l_10.jpg,东野圭吾：解忧杂货店（胡歌、王俊凯、刘昊然倾情推荐，东野圭吾长篇小说代表作，这家店帮你找回内心流失的东西）,99.9%推荐,2014-05-01,五星评分：,20164,&yen;27.30,&yen;39.50,6.9折
135,http://img3m4.ddimg.cn/73/2/28499104-1_l_3.jpg,解构金庸,100%推荐,2020-01-01,五星评分：,115,&yen;59.20,&yen;68.00,8.7折
136,http://img3m8.ddimg.cn/27/20/25126128-1_l_2.jpg,月亮和六便士（全新导读无删节详注版！ 半年创当当110000名读者五星好评奇迹）看“一本好书”，在当当享阅读之趣,100%推荐,2017-09-01,五星评分：,10729,&yen;21.10,&yen;27.00,7.8折
137,http://img3m8.ddimg.cn/87/10/28511988-1_l_1.jpg,机器学习入门：基于数学原理的Python实战,100%推荐,2019-12-30,五星评分：,111,&yen;47.60,&yen;69.00,6.9折
138,http://img3m1.ddimg.cn/87/5/28495851-1_l_3.jpg,三国异史（上下册）（奇人、奇事、奇书激发想象力与创造力！为真定赵子龙、凉州马超翻案的三国历史小说）,100%推荐,2020-01-01,五星评分：,839,&yen;86.10,&yen;88.00,9.8折
139,http://img3m6.ddimg.cn/66/10/25272786-1_l_3.jpg,窗边的小豆豆(2018版),100%推荐,2018-05-01,五星评分：,89345,&yen;29.60,&yen;39.50,7.5折
140,http://img3m8.ddimg.cn/78/30/23472978-1_l_2.jpg,数学原来可以这样学（畅销日本300万册，小学生家长必备。让孩子爱上数学的神奇魔法书！随书赠送数学练习簿）,100%推荐,2014-06-01,五星评分：,3462,&yen;29.50,&yen;32.80,9.0折
141,http://img3m1.ddimg.cn/56/4/28493741-1_l_1.jpg,多无人机协同控制技术,100%推荐,2019-11-27,五星评分：,111,&yen;54.50,&yen;69.00,7.9折
142,http://img3m2.ddimg.cn/5/2/25332422-1_l_2.jpg,大清首辅张廷玉（修订版）,100%推荐,2017-01-01,五星评分：,900,&yen;39.00,&yen;39.80,9.8折
143,http://img3m3.ddimg.cn/83/14/27931943-1_l_6.jpg,半小时漫画中国史4（看半小时漫画，通五千年历史！漫画科普开创者二混子新作！一到宋朝，梗就扑面而来！系列第4部）,100%推荐,2019-09-05,五星评分：,1647,&yen;44.90,&yen;49.90,9.0折
144,http://img3m6.ddimg.cn/15/26/25160766-1_l_3.jpg,许三观卖血记（新版）,100%推荐,2017-09-12,五星评分：,8681,&yen;32.00,&yen;32.00,10.0折
145,http://img3m5.ddimg.cn/67/25/27914305-1_l_10.jpg,82年生的金智英（同名电影孔刘、郑裕美主演）,100%推荐,2019-09-01,五星评分：,523,&yen;42.10,&yen;45.00,9.4折
146,http://img3m3.ddimg.cn/21/10/28505883-1_l_6.jpg,2020春 小学教材全解 四年级语文下 人教版 统编版,99.8%推荐,2019-12-01,五星评分：,132,&yen;38.20,&yen;39.80,9.6折
147,http://img3m6.ddimg.cn/40/26/28486696-1_l_3.jpg,统编语文必读书目 人教版快乐读书吧二年级下册套装（七色花+神笔马良+一起长大的玩具+愿望的实现）共4册 新版,100%推荐,2019-01-01,五星评分：,114,&yen;48.00,&yen;64.00,7.5折
148,http://img3m0.ddimg.cn/28/14/23475700-1_l_1.jpg,野兽国 （凯迪克金奖绘本，莫里斯桑达克代表品）,99.9%推荐,2014-06-01,五星评分：,1369,&yen;35.60,&yen;36.00,9.9折
149,http://img3m6.ddimg.cn/77/19/28499306-1_l_3.jpg,汪曾祺经典小说：聊斋新义（纪念汪曾祺诞辰100周年，史航作序，贾平凹、郭德纲、马伯庸特别推荐！2020年重磅新书）（精装本）,100%推荐,2020-01-01,五星评分：,194,&yen;59.20,&yen;68.00,8.7折
150,http://img3m6.ddimg.cn/45/29/25273656-1_l_5.jpg,坐上火车看民国,99.9%推荐,2018-05-01,五星评分：,774,&yen;41.10,&yen;42.00,9.8折
151,http://img3m7.ddimg.cn/73/18/23181517-1_l_6.jpg,老人与海（中小学新课标必读名著）110000多名读者热评！,99.9%推荐,2013-02-01,五星评分：,2888,&yen;10.00,&yen;12.80,7.8折
152,http://img3m9.ddimg.cn/3/24/27856029-1_l_4.jpg,汪曾祺散文精选集：万事有心，人间有味（麦家、冯唐、贾平凹等极力推崇）,99.9%推荐,2019-04-01,五星评分：,1468,&yen;38.40,&yen;42.00,9.1折
153,http://img3m2.ddimg.cn/73/2/25334272-1_l_1.jpg,非暴力沟通,100%推荐,2018-08-31,五星评分：,1717,&yen;48.00,&yen;49.00,9.8折
154,http://img3m4.ddimg.cn/54/8/28499184-1_l_6.jpg,53天天练 小学语文 二年级下册 RJ（人教版）2020年春（含答案册及课堂笔记，赠测评卷）部编版,99.8%推荐,2019-12-13,五星评分：,120,&yen;35.30,&yen;36.80,9.6折
155,http://img3m9.ddimg.cn/39/17/27898239-1_l_6.jpg,白日梦我（继《撒野》《少年的你，如此美丽》后，读者期待值爆棚的校园文！新增甜宠番外三则。随书附赠校园万花筒+精美书签）,99.9%推荐,2019-07-01,五星评分：,603,&yen;68.30,&yen;69.80,9.8折
156,http://img3m7.ddimg.cn/5/23/28510817-1_l_3.jpg,手把手教你学Linux（图解?视频版）,100%推荐,2020-01-01,五星评分：,105,&yen;90.90,&yen;108.00,8.4折
157,http://img3m9.ddimg.cn/84/6/27914619-1_l_5.jpg,中国文化课（余秋雨2019全新重磅作品！樊登读书会推荐！）,100%推荐,2019-08-01,五星评分：,1208,&yen;119.70,&yen;128.00,9.4折
158,http://img3m4.ddimg.cn/39/14/25267314-1_l_2.jpg,骆驼祥子（“教育部统编《语文》推荐阅读丛书”）部编教材七年级下册推荐阅读,100%推荐,2018-04-01,五星评分：,5246,&yen;24.10,&yen;26.00,9.3折
159,http://img3m6.ddimg.cn/22/0/25583206-1_l_3.jpg,哈利・波特（套装1-7册）《语文》教材推荐阅读书目，外国儿童文学经典，新英国版封面平装版,100%推荐,2018-11-01,五星评分：,1228,&yen;328.50,&yen;438.00,7.5折
160,http://img3m0.ddimg.cn/58/29/22463950-1_l_3.jpg,樊登推荐 你就是孩子最好的玩具,99.9%推荐,2016-06-01,五星评分：,2131,&yen;23.80,&yen;29.80,8.0折
161,http://img3m1.ddimg.cn/9/22/102771-1_l_5.jpg,红楼梦原著版（上、下册）（全两册）（1-9年级必读书单）（团购电话:400-1066666转6）全本120回,99.8%推荐,2013-01-01,五星评分：,6709,&yen;38.90,&yen;59.70,6.5折
162,http://img3m1.ddimg.cn/27/11/25350561-1_l_6.jpg,撒野（巫哲新书）,99.9%推荐,2018-10-01,五星评分：,4013,&yen;31.00,&yen;45.00,6.9折
163,http://img3m6.ddimg.cn/55/25/22800646-1_l_30.jpg,假如给我三天光明（中小学语文新课标必读名著 ）420000多名读者热评！,99.9%推荐,2012-07-01,五星评分：,4960,&yen;11.30,&yen;14.80,7.6折
164,http://img3m8.ddimg.cn/42/6/23967348-1_l_17.jpg,我的第一本地理启蒙书,99.9%推荐,2016-06-01,五星评分：,8750,&yen;42.30,&yen;49.80,8.5折
165,http://img3m8.ddimg.cn/78/16/24040248-1_l_6.jpg,爷爷的爷爷从哪里来 又名:人类起源的演化过程 统编小学语文教材四年级下册快乐读书吧推荐必读书目 27000多名读者热评！,100%推荐,2016-09-01,五星评分：,629,&yen;19.40,&yen;22.80,8.5折
166,http://img3m8.ddimg.cn/74/0/23435948-1_l_20.jpg,小学生必背古诗词75+80首 27万多读者好评，不同印次随机发货!,100%推荐,2014-02-01,五星评分：,4485,&yen;26.90,&yen;28.00,9.6折
167,http://img3m3.ddimg.cn/43/36/28470463-1_l_18.jpg,乖，摸摸头2.0（大冰作品！当当专享100%大冰签名。和大冰一起，DIY专属自己的小乖！）,100%推荐,2019-10-01,五星评分：,2950,&yen;35.60,&yen;39.60,9.0折
168,http://img3m8.ddimg.cn/55/35/23257828-1_l_5.jpg,不一样的卡梅拉手绘本（1-12册）,99.9%推荐,2013-06-01,五星评分：,11768,&yen;102.00,&yen;120.00,8.5折
169,http://img3m3.ddimg.cn/2/17/25323113-1_l_7.jpg,皮特猫・3~6岁好性格养成书：共四辑（套装1~4辑）（乐观、自信、执著……荣获19项大奖的好性格榜样，在美国家喻户晓）,100%推荐,2018-08-17,五星评分：,895,&yen;514.80,&yen;559.60,9.2折
170,http://img3m0.ddimg.cn/92/5/28505360-1_l_2.jpg,给孩子的历史人物故事【果麦经典】,100%推荐,2019-12-01,五星评分：,100,&yen;47.60,&yen;68.00,7.0折
171,http://img3m6.ddimg.cn/48/14/22854396-1_l_9.jpg,海底两万里 统编语文教科书七年级（下）指定阅读篇目：海底两万里 骆驼祥子（中小学新课标必读名著）260000多名读者热评！,99.9%推荐,2012-08-01,五星评分：,2558,&yen;12.60,&yen;14.80,8.5折
172,http://img3m0.ddimg.cn/6/16/22632990-1_l_1.jpg,人生（影响千万青年的励志名篇，故事里的中国，董卿、马云、贾樟柯倾情推荐！）,100%推荐,2012-03-01,五星评分：,9424,&yen;18.70,&yen;25.00,7.5折
173,http://img3m0.ddimg.cn/85/26/25352500-1_l_1.jpg,默读（全三册套装）（P大作品）当当专供,99.9%推荐,2018-10-01,五星评分：,1702,&yen;87.40,&yen;141.00,6.2折
174,http://img3m0.ddimg.cn/40/15/27849730-1_l_3.jpg,我的神奇马桶（奇思妙趣三部曲）（全3册）,100%推荐,2019-04-01,五星评分：,711,&yen;88.50,&yen;89.40,9.9折
175,http://img3m3.ddimg.cn/38/24/27948233-1_l_3.jpg,半小时漫画经济学：生活常识篇+金融危机篇（套装共2册）（半小时系列新作！用特别有趣的方式，讲清楚特别艰深的经济学原理。）,100%推荐,2019-10-15,五星评分：,449,&yen;101.90,&yen;101.90,10.0折
176,http://img3m0.ddimg.cn/37/36/27911800-1_l_3.jpg,你想活出怎样的人生（宫崎骏从10岁读到70岁的小说，同名电影制作中，登顶日本2018图书总榜）,100%推荐,2019-08-01,五星评分：,932,&yen;49.50,&yen;49.50,10.0折
177,http://img3m0.ddimg.cn/77/23/28507820-1_l_6.jpg,幸好不漂亮 “看脸时代”的活法之书。（世界超模吕燕、金球奖最佳女主角吴珊卓的生活态度：每个女性都可以定义自己的美，因为这是你的人生。）,99.8%推荐,2020-01-01,五星评分：,778,&yen;13.50,&yen;46.80,2.9折
178,http://img3m6.ddimg.cn/28/30/27941986-1_l_3.jpg,夏天、烟火和我的尸体（乙一16岁惊世成名作，高口碑暗黑杰作，获第6届JUMP小说大奖）,100%推荐,2019-09-01,五星评分：,662,&yen;45.00,&yen;45.00,10.0折
179,http://img3m2.ddimg.cn/72/20/28512072-1_l_3.jpg,在我和樱桃树之间,100%推荐,2020-01-01,五星评分：,98,&yen;27.60,&yen;35.00,7.9折
180,http://img3m0.ddimg.cn/44/29/25259300-1_l_8.jpg,流浪的地球（刘慈欣著，无删节无改写，大人孩子均可阅读，此版本当当网销量遥遥领先！根据本书改编的同名电影2019春节上映。）,100%推荐,2018-05-01,五星评分：,4440,&yen;22.90,&yen;29.00,7.9折
181,http://img3m7.ddimg.cn/56/22/28499087-1_l_2.jpg,看教育：名家答问录,100%推荐,2020-01-01,五星评分：,105,&yen;49.30,&yen;58.00,8.5折
182,http://img3m9.ddimg.cn/41/14/25336319-1_l_15.jpg,漫长的告别（怪不得村上春树读了12遍！每每陷入困境，村上春树便打开《漫长的告别》！全新精装插图珍藏版！）（读客经典文库）,100%推荐,2018-08-23,五星评分：,5862,&yen;69.00,&yen;69.00,10.0折
183,http://img3m4.ddimg.cn/14/2/25190564-1_l_2.jpg,罗生门（芥川龙之介小说集）《人间失格》作者太宰治是芥川的头号书迷，李现推荐,100%推荐,2017-12-01,五星评分：,5252,&yen;24.20,&yen;31.00,7.8折
184,http://img3m7.ddimg.cn/84/13/23715237-1_l_2.jpg,人间词话（近代极富盛名的词话著作，集编、校、释、评于一体，赏读于一书）（1-9年级必读书单）,99.9%推荐,2015-06-01,五星评分：,5924,&yen;23.20,&yen;29.80,7.8折
185,http://img3m8.ddimg.cn/61/20/23716798-1_l_1.jpg,霍乱时期的爱情（2015版）  一本好书 腾讯视频栏目推荐,100%推荐,2015-06-01,五星评分：,8145,&yen;34.20,&yen;49.50,6.9折
186,http://img3m8.ddimg.cn/37/30/25126138-1_l_3.jpg,海底两万里（新课标・部编本教材推荐阅读  七年级下）,100%推荐,2017-09-01,五星评分：,3310,&yen;18.80,&yen;25.00,7.5折
187,http://img3m5.ddimg.cn/73/19/23976685-1_l_12.jpg,米小圈漫画成语（套装共4册）,100%推荐,2016-05-01,五星评分：,54362,&yen;61.40,&yen;74.00,8.3折
188,http://img3m1.ddimg.cn/1/7/24162931-1_l_12.jpg,提灯映桃花（上、下册）,99.8%推荐,2017-01-01,五星评分：,2004,&yen;59.20,&yen;68.00,8.7折
189,http://img3m3.ddimg.cn/17/24/27947123-1_l_6.jpg,半小时漫画唐诗系列（套装全2册）（唐诗系列完结篇！漫画科普开创者二混子新作！全网粉丝700万！看起来都是笑点，实际上全是考点！）,100%推荐,2019-10-11,五星评分：,420,&yen;91.80,&yen;99.80,9.2折
190,http://img3m4.ddimg.cn/22/11/28505884-1_l_6.jpg,2020春 小学教材全解 五年级语文下 人教版 统编版,99.9%推荐,2019-12-01,五星评分：,109,&yen;38.20,&yen;39.80,9.6折
191,http://img3m7.ddimg.cn/48/2/28510167-1_l_3.jpg,2020新高考数学真题全刷：疾风40卷（理科版）,99.6%推荐,2020-01-01,五星评分：,146,&yen;49.80,&yen;69.00,7.2折
192,http://img3m0.ddimg.cn/72/6/25218540-1_l_3.jpg,信谊世界精选图画书・猜猜我有多爱你,100%推荐,2018-01-01,五星评分：,7022,&yen;38.80,&yen;38.80,10.0折
193,http://img3m5.ddimg.cn/89/29/27901655-1_l_1.jpg,破云（高人气畅销书作家淮上震撼人心的刑侦悬疑巨作！蝉联平台季榜、年榜、订阅榜等各大金榜！随书赠送破云主角海报+高甜互动贴纸！）,99.9%推荐,2019-06-20,五星评分：,1069,&yen;35.80,&yen;49.80,7.2折
194,http://img3m4.ddimg.cn/49/19/25284154-1_l_3.jpg,我们仨（新版）,100%推荐,2018-06-01,五星评分：,10053,&yen;16.50,&yen;28.00,5.9折
195,http://img3m6.ddimg.cn/29/20/27872786-1_l_9.jpg,镇魂（套装全2册）随书赠送巍澜印章藏书票+黑胶概念长书签+“魂・开山”及“九幽听令”主题口红烫金贴纸，诚意制作！,99.9%推荐,2019-05-01,五星评分：,1860,&yen;93.20,&yen;99.60,9.4折
196,http://img3m1.ddimg.cn/8/17/24105221-1_l_25.jpg,小鸡球球触感玩具书：全5册,99.9%推荐,2016-11-15,五星评分：,3256,&yen;212.50,&yen;250.00,8.5折
197,http://img3m7.ddimg.cn/34/12/23909227-1_l_4.jpg,不吼不叫：如何平静地让孩子与父母合作,100%推荐,2016-03-01,五星评分：,2233,&yen;28.60,&yen;32.80,8.7折
198,http://img3m0.ddimg.cn/8/32/23992460-1_l_3.jpg,元素周期表,99.9%推荐,2016-09-01,五星评分：,1715,&yen;2.10,&yen;2.50,8.4折
199,http://img3m5.ddimg.cn/97/31/1395620125-1_l_12.jpg,【限时秒杀包邮】鬼谷子全集正版原著珍藏版全书绝学白话文鬼谷子教你攻心术鬼谷子的局心计谋略为人处世绝学智慧谋略成功书籍畅销书排行榜鬼谷子书,99.6%推荐,2019-02-01,五星评分：,361,&yen;9.90,&yen;39.50,2.5折
200,http://img3m6.ddimg.cn/37/10/24079906-1_l_21.jpg,宫西达也恐龙系列全套7册（你看起来好像很好吃+我是霸王龙等）,100%推荐,2016-11-01,五星评分：,50827,&yen;119.70,&yen;126.00,9.5折
201,http://img3m6.ddimg.cn/36/18/28500156-1_l_3.jpg,2020年6月新试卷星火英语六级真题备考2020试卷全真试题+标准模拟(6级）刷题真题词汇写作听力口语,99.9%推荐,2020-01-01,五星评分：,115,&yen;46.00,&yen;59.80,7.7折
202,http://img3m9.ddimg.cn/3/1/26922459-1_l_3.jpg,新课标 边城（沈从文代表作 教育部推荐中小学必读）,100%推荐,2019-04-01,五星评分：,1801,&yen;27.90,&yen;32.00,8.7折
203,http://img3m9.ddimg.cn/54/20/26440479-1_l_3.jpg,地球的故事 统编语文教科书四年级（下）指定阅读（中小学新课标必读名著）,100%推荐,2018-10-01,五星评分：,305,&yen;19.40,&yen;22.80,8.5折
204,http://img3m3.ddimg.cn/10/14/25257583-1_l_3.jpg,蓝鲸的眼睛 曹文轩推荐儿童文学经典书系 9万多名读者热评！,100%推荐,2015-04-01,五星评分：,1420,&yen;17.10,&yen;22.80,7.5折
205,http://img3m7.ddimg.cn/42/18/25307907-1_l_9.jpg,薛兆丰经济学讲义,100%推荐,2018-07-01,五星评分：,3440,&yen;40.80,&yen;68.00,6.0折
206,http://img3m1.ddimg.cn/43/31/23417701-1_l_7.jpg,0-4岁幼儿认知小百科（全3册),99.9%推荐,2014-02-01,五星评分：,8820,&yen;101.50,&yen;119.40,8.5折
